SAN
day-profitability;day-variability;(log of) market capitalization
1.0506912442396312;1.0892018779342723;18.776045845421876
0.9734513274336285;1.0751173708920188;18.743785851536632
0.9409090909090908;1.0931372549019607;18.67958475170771
1.028985507246377;1.0845771144278609;18.711153566137057
0.9671361502347419;1.0686274509803921;18.67421123606011
0.9064039408866996;1.1452513966480447;18.56538294140801
0.9508196721311475;1.23125;18.507090394941212
0.9075144508670521;1.1503267973856208;18.40143225469334
0.9872611464968153;1.2421875;18.39268753463041
0.967948717948718;1.174496644295302;18.3651043533476
1.1333333333333333;1.2013888888888888;18.48163021652849
0.9285714285714286;1.1712328767123288;18.39575014304502
0.9807692307692307;1.0810810810810811;18.379533113085017
0.8223684210526315;1.2764227642276424;18.173483111455706
0.984;1.1531531531531531;18.16184616580643
1.0406504065040652;1.25;18.197635875268865
0.9375;1.1120689655172415;18.132046818632343
1.1008403361344539;1.2857142857142858;18.22499822571139
0.9925925925925926;1.1587301587301586;18.24491634990062
1.1052631578947367;1.1846153846153846;18.33921619844632
0.9591836734693877;1.0935251798561152;18.297545523373113
0.9432624113475179;1.114503816793893;18.236748134109078
1.0075187969924813;1.098360655737705;18.246752302219782
0.9398496240601504;1.0967741935483872;18.174693884654452
1.04;1.0725806451612905;18.213786996517026
0.9461538461538461;1.1282051282051284;18.15817860598076
0.9349593495934959;1.0695652173913044;18.096361270454768
1.0173913043478262;1.0695652173913044;18.109850269336672
0.8247760683760684;1.2567590739602714;17.917600149862313
1.0242821063291556;1.1155863195439146;17.948484472622933
0.9721900990099009;1.0681708703641128;17.934986173233046
0.963011399284591;1.138376141627419;17.89719837713474
0.9905268806257581;1.0883531567931648;17.885015522627576
1.146011402813458;1.2317338234107906;18.027911155611967
0.8889074074074074;1.1523441667911483;17.912438596801636
0.9690443893150831;1.1133001094626265;17.88156544759233
0.9510534183667982;1.092312727457113;17.830301212475113
1.0552367475460098;1.0853199740042032;17.88136346034578
1.0450552558371606;1.091855299984541;17.924681842423418
0.9768062604273597;1.1004933878688945;17.901581134980386
1.0155082813970082;1.0449376097724417;17.917548334710812
1.0415001727240385;1.0802913149926252;17.962467067269177
1.2743135513713921;1.332826581560136;18.19432539031864
1.0396825396825398;1.1735537190082643;18.22435790507057
0.9923664122137404;1.0944881889763778;18.218077893079563
1.0999999999999999;1.1076923076923075;18.31324017759935
0.9300699300699301;1.0999999999999999;18.241878881759824
0.9552238805970149;1.1171875;18.199599714177523
1.1007751937984496;1.1007751937984496;18.303326051543912
1.0704225352112677;1.1014492753623188;18.370198562628918
1.271523178807947;1.3061224489795917;18.606007563749667
0.9631578947368422;1.1597633136094674;18.558140255157284
0.9672131147540983;1.1676300578034682;18.521832284287825
1.0738636363636362;1.1079545454545454;18.590081105492423
1.1058201058201058;1.1216931216931219;18.69182387653149
0.8086124401913876;1.3144654088050314;18.47663011497229
1.106508875739645;1.1585365853658536;18.577406573804254
0.946808510638298;1.0960451977401129;18.532562937165352
1.0898876404494382;1.11864406779661;18.613507287980216
0.9845360824742267;1.1032608695652173;18.599793115147634
0.9421052631578948;1.1022727272727273;18.533509357815912
1.0;1.1172839506172838;18.533447780492796
1.0225988700564972;1.0632183908045978;18.547047156804346
1.10989010989011;1.1318681318681318;18.654389834859835
0.9698492462311558;1.1160220994475138;18.61327473318455
0.9845360824742267;1.053475935828877;18.60060475392651
0.9424083769633509;1.152046783625731;18.541404136962484
0.9944444444444445;1.076923076923077;18.53439336447538
0.9608938547486033;1.0584795321637428;18.497892735079393
1.0115606936416186;1.0465116279069768;18.51366093872124
0.9657142857142856;1.0532544378698225;18.47596629118313
0.8383233532934131;1.3046875;18.28964056567497
0.9357142857142858;1.1764705882352942;18.224388412782357
1.1068702290076335;1.1395348837209303;18.321867978249468
1.0;1.121212121212121;18.324858494062532
0.9315068493150686;1.1119402985074627;18.26231878579383
0.9481481481481481;1.0873015873015874;18.201988682539
0.9375;1.093220338983051;18.13172061513437
1.050420168067227;1.105263157894737;18.17704709708982
1.0238095238095237;1.1056910569105691;18.205242840232227
1.0625;1.078740157480315;18.26168723989202
0.926470588235294;1.0967741935483872;18.18121164055353
0.9285714285714285;1.076923076923077;18.1112430174887
0.9059829059829061;1.1346153846153846;18.01305464257928
1.0952380952380951;1.1262135922330097;18.095320756954592
0.9396551724137933;1.074074074074074;18.03894946699929
1.0183486238532111;1.0648148148148147;18.055308862477638
0.9819819819819819;1.0373831775700935;18.04125063970703
0.9266055045871558;1.1004511849858443;17.960066401075057
1.15;1.22;18.09254073570291
0.9655172413793105;1.0630630630630629;18.06632734599633
